year,month,year_month,is_year_total,permit_type_sv,permit_type_en,occupation_field_sv,occupation_field_en,granted_count
2022,10,2022-10,False,förstagångs,first-time,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,1927
2022,11,2022-11,False,förstagångs,first-time,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,274
2022,12,2022-12,False,förstagångs,first-time,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,432
2022,,2022,True,förstagångs,first-time,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,8317
2022,1,2022-01,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,176
2022,2,2022-02,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,216
2022,3,2022-03,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,221
2022,4,2022-04,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,160
2022,5,2022-05,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,353
2022,6,2022-06,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,103
2022,7,2022-07,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,141
2022,8,2022-08,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,125
2022,9,2022-09,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,171
2022,10,2022-10,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,717
2022,11,2022-11,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,87
2022,12,2022-12,False,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,128
2022,,2022,True,förstagångs,first-time,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,2598
2022,1,2022-01,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,241
2022,2,2022-02,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,248
2022,3,2022-03,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,227
2022,4,2022-04,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,713
2022,5,2022-05,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,3064
2022,6,2022-06,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,2986
2022,7,2022-07,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,86
2022,8,2022-08,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,137
2022,9,2022-09,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,207
2022,10,2022-10,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,254
2022,11,2022-11,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,115
2022,12,2022-12,False,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,158
2022,,2022,True,förstagångs,first-time,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,8436
2022,1,2022-01,False,förstagångs,first-time,Övriga,Other,3
2022,2,2022-02,False,förstagångs,first-time,Övriga,Other,6
2022,3,2022-03,False,förstagångs,first-time,Övriga,Other,11
2022,4,2022-04,False,förstagångs,first-time,Övriga,Other,8
2022,5,2022-05,False,förstagångs,first-time,Övriga,Other,1
2022,6,2022-06,False,förstagångs,first-time,Övriga,Other,9
2022,7,2022-07,False,förstagångs,first-time,Övriga,Other,3
2022,8,2022-08,False,förstagångs,first-time,Övriga,Other,1
2022,9,2022-09,False,förstagångs,first-time,Övriga,Other,10
2022,10,2022-10,False,förstagångs,first-time,Övriga,Other,3
2022,11,2022-11,False,förstagångs,first-time,Övriga,Other,4
2022,12,2022-12,False,förstagångs,first-time,Övriga,Other,8
2022,,2022,True,förstagångs,first-time,Övriga,Other,67
2022,1,2022-01,False,förstagångs,first-time,Totalt,Total,1230
2022,2,2022-02,False,förstagångs,first-time,Totalt,Total,1813
2022,3,2022-03,False,förstagångs,first-time,Totalt,Total,1640
2022,4,2022-04,False,förstagångs,first-time,Totalt,Total,2068
2022,5,2022-05,False,förstagångs,first-time,Totalt,Total,5174
2022,6,2022-06,False,förstagångs,first-time,Totalt,Total,3718
2022,7,2022-07,False,förstagångs,first-time,Totalt,Total,927
2022,8,2022-08,False,förstagångs,first-time,Totalt,Total,937
2022,9,2022-09,False,förstagångs,first-time,Totalt,Total,1475
2022,10,2022-10,False,förstagångs,first-time,Totalt,Total,3472
2022,11,2022-11,False,förstagångs,first-time,Totalt,Total,663
2022,12,2022-12,False,förstagångs,first-time,Totalt,Total,1000
2022,,2022,True,förstagångs,first-time,Totalt,Total,24117
2022,1,2022-01,False,förlängning,extension,Chefsyrken,Managers,35
2022,2,2022-02,False,förlängning,extension,Chefsyrken,Managers,41
2022,3,2022-03,False,förlängning,extension,Chefsyrken,Managers,41
2022,4,2022-04,False,förlängning,extension,Chefsyrken,Managers,33
2022,5,2022-05,False,förlängning,extension,Chefsyrken,Managers,23
2022,6,2022-06,False,förlängning,extension,Chefsyrken,Managers,24
2022,7,2022-07,False,förlängning,extension,Chefsyrken,Managers,20
2022,8,2022-08,False,förlängning,extension,Chefsyrken,Managers,26
2022,9,2022-09,False,förlängning,extension,Chefsyrken,Managers,38
2022,10,2022-10,False,förlängning,extension,Chefsyrken,Managers,26
2022,11,2022-11,False,förlängning,extension,Chefsyrken,Managers,38
2022,12,2022-12,False,förlängning,extension,Chefsyrken,Managers,41
2022,,2022,True,förlängning,extension,Chefsyrken,Managers,386
2022,1,2022-01,False,förlängning,extension,Militära yrken,Military occupations,0
2022,2,2022-02,False,förlängning,extension,Militära yrken,Military occupations,0
2022,3,2022-03,False,förlängning,extension,Militära yrken,Military occupations,1
2022,4,2022-04,False,förlängning,extension,Militära yrken,Military occupations,0
2022,5,2022-05,False,förlängning,extension,Militära yrken,Military occupations,0
2022,6,2022-06,False,förlängning,extension,Militära yrken,Military occupations,10
2022,7,2022-07,False,förlängning,extension,Militära yrken,Military occupations,0
2022,8,2022-08,False,förlängning,extension,Militära yrken,Military occupations,1
2022,9,2022-09,False,förlängning,extension,Militära yrken,Military occupations,0
2022,10,2022-10,False,förlängning,extension,Militära yrken,Military occupations,0
2022,11,2022-11,False,förlängning,extension,Militära yrken,Military occupations,1
2022,12,2022-12,False,förlängning,extension,Militära yrken,Military occupations,2
2022,,2022,True,förlängning,extension,Militära yrken,Military occupations,15
2022,1,2022-01,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",76
2022,2,2022-02,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",105
2022,3,2022-03,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",108
2022,4,2022-04,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",98
2022,5,2022-05,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",127
2022,6,2022-06,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",91
2022,7,2022-07,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",78
2022,8,2022-08,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",103
2022,9,2022-09,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",111
2022,10,2022-10,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",103
2022,11,2022-11,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",107
2022,12,2022-12,False,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",128
2022,,2022,True,förlängning,extension,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",1235
2022,1,2022-01,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,18
2022,2,2022-02,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,31
2022,3,2022-03,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,32
2022,4,2022-04,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,30
2022,5,2022-05,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,29
2022,6,2022-06,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,22
2022,7,2022-07,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,29
2022,8,2022-08,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,34
2022,9,2022-09,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,43
2022,10,2022-10,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,45
2022,11,2022-11,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,34
2022,12,2022-12,False,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,38
2022,,2022,True,förlängning,extension,Yrken inom administration och kundtjänst,Clerical support and customer service,385
2022,1,2022-01,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,54
2022,2,2022-02,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,66
2022,3,2022-03,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,81
2022,4,2022-04,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,64
2022,5,2022-05,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,86
2022,6,2022-06,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,86
2022,7,2022-07,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,70
2022,8,2022-08,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,68
2022,9,2022-09,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,73
2022,10,2022-10,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,84
2022,11,2022-11,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,88
2022,12,2022-12,False,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,93
2022,,2022,True,förlängning,extension,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,913
2022,1,2022-01,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",6
2022,2,2022-02,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",7
2022,3,2022-03,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",5
2022,4,2022-04,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",9
2022,5,2022-05,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",9
2022,6,2022-06,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",16
2022,7,2022-07,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",14
2022,8,2022-08,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",8
2022,9,2022-09,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",10
2022,10,2022-10,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",7
2022,11,2022-11,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",13
2022,12,2022-12,False,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",12
2022,,2022,True,förlängning,extension,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",116
2022,1,2022-01,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,13
2022,2,2022-02,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,18
2022,3,2022-03,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,21
2022,4,2022-04,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,18
2022,5,2022-05,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,35
2022,6,2022-06,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,11
2022,7,2022-07,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,15
2022,8,2022-08,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,24
2022,9,2022-09,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,16
2022,10,2022-10,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,24
2022,11,2022-11,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,27
2022,12,2022-12,False,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,38
2022,,2022,True,förlängning,extension,Yrken inom maskinell tillverkning och transport m.m.,Plant/machine operators and transport,260
2022,1,2022-01,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,373
2022,2,2022-02,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,584
2022,3,2022-03,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,551
2022,4,2022-04,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,517
2022,5,2022-05,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,389
2022,6,2022-06,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,251
2022,7,2022-07,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,301
2022,8,2022-08,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,441
2022,9,2022-09,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,466
2022,10,2022-10,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,659
2022,11,2022-11,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,744
2022,12,2022-12,False,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,749
2022,,2022,True,förlängning,extension,Yrken med krav på fördjupad högskolekompetens,Occupations requiring advanced university competence,6025
2022,1,2022-01,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,82
2022,2,2022-02,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,129
2022,3,2022-03,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,128
2022,4,2022-04,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,109
2022,5,2022-05,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,80
2022,6,2022-06,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,67
2022,7,2022-07,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,59
2022,8,2022-08,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,110
2022,9,2022-09,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,97
2022,10,2022-10,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,152
2022,11,2022-11,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,191
2022,12,2022-12,False,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,211
2022,,2022,True,förlängning,extension,Yrken med krav på högskolekompetens eller motsvarande,Occupations requiring university competence or equivalent,1415
2022,1,2022-01,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,113
2022,2,2022-02,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,174
2022,3,2022-03,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,163
2022,4,2022-04,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,157
2022,5,2022-05,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,204
2022,6,2022-06,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,122
2022,7,2022-07,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,109
2022,8,2022-08,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,161
2022,9,2022-09,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,145
2022,10,2022-10,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,180
2022,11,2022-11,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,154
2022,12,2022-12,False,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,198
2022,,2022,True,förlängning,extension,Yrken med krav på kortare utbildning eller introduktion,Occupations requiring short training or introduction,1880
2022,1,2022-01,False,förlängning,extension,Övriga,Other,18
2022,2,2022-02,False,förlängning,extension,Övriga,Other,27
2022,3,2022-03,False,förlängning,extension,Övriga,Other,25
2022,4,2022-04,False,förlängning,extension,Övriga,Other,26
2022,5,2022-05,False,förlängning,extension,Övriga,Other,38
2022,6,2022-06,False,förlängning,extension,Övriga,Other,11
2022,7,2022-07,False,förlängning,extension,Övriga,Other,12
2022,8,2022-08,False,förlängning,extension,Övriga,Other,15
2022,9,2022-09,False,förlängning,extension,Övriga,Other,12
2022,10,2022-10,False,förlängning,extension,Övriga,Other,11
2022,11,2022-11,False,förlängning,extension,Övriga,Other,12
2022,12,2022-12,False,förlängning,extension,Övriga,Other,12
2022,,2022,True,förlängning,extension,Övriga,Other,219
2022,1,2022-01,False,förlängning,extension,Totalt,Total,788
2022,2,2022-02,False,förlängning,extension,Totalt,Total,1182
2022,3,2022-03,False,förlängning,extension,Totalt,Total,1156
2022,4,2022-04,False,förlängning,extension,Totalt,Total,1061
2022,5,2022-05,False,förlängning,extension,Totalt,Total,1020
2022,6,2022-06,False,förlängning,extension,Totalt,Total,711
2022,7,2022-07,False,förlängning,extension,Totalt,Total,707
2022,8,2022-08,False,förlängning,extension,Totalt,Total,991
2022,9,2022-09,False,förlängning,extension,Totalt,Total,1011
2022,10,2022-10,False,förlängning,extension,Totalt,Total,1291
2022,11,2022-11,False,förlängning,extension,Totalt,Total,1409
2022,12,2022-12,False,förlängning,extension,Totalt,Total,1522
2022,,2022,True,förlängning,extension,Totalt,Total,12849
2023,1,2023-01,False,förstagångs,first-time,Chefsyrken,Managers,47
2023,2,2023-02,False,förstagångs,first-time,Chefsyrken,Managers,47
2023,3,2023-03,False,förstagångs,first-time,Chefsyrken,Managers,55
2023,4,2023-04,False,förstagångs,first-time,Chefsyrken,Managers,39
2023,5,2023-05,False,förstagångs,first-time,Chefsyrken,Managers,37
2023,6,2023-06,False,förstagångs,first-time,Chefsyrken,Managers,80
2023,7,2023-07,False,förstagångs,first-time,Chefsyrken,Managers,56
2023,8,2023-08,False,förstagångs,first-time,Chefsyrken,Managers,48
2023,9,2023-09,False,förstagångs,first-time,Chefsyrken,Managers,31
2023,10,2023-10,False,förstagångs,first-time,Chefsyrken,Managers,44
2023,11,2023-11,False,förstagångs,first-time,Chefsyrken,Managers,34
2023,12,2023-12,False,förstagångs,first-time,Chefsyrken,Managers,27
2023,,2023,True,förstagångs,first-time,Chefsyrken,Managers,545
2023,1,2023-01,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,2,2023-02,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,3,2023-03,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,4,2023-04,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,5,2023-05,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,6,2023-06,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,7,2023-07,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,8,2023-08,False,förstagångs,first-time,Militära yrken,Military occupations,1
2023,9,2023-09,False,förstagångs,first-time,Militära yrken,Military occupations,1
2023,10,2023-10,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,11,2023-11,False,förstagångs,first-time,Militära yrken,Military occupations,0
2023,12,2023-12,False,förstagångs,first-time,Militära yrken,Military occupations,4
2023,,2023,True,förstagångs,first-time,Militära yrken,Military occupations,6
2023,1,2023-01,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",87
2023,2,2023-02,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",98
2023,3,2023-03,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",99
2023,4,2023-04,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",92
2023,5,2023-05,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",108
2023,6,2023-06,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",138
2023,7,2023-07,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",90
2023,8,2023-08,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",48
2023,9,2023-09,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",84
2023,10,2023-10,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",115
2023,11,2023-11,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",42
2023,12,2023-12,False,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",45
2023,,2023,True,förstagångs,first-time,"Service-, omsorgs- och försäljningsyrken","Service, care and sales workers",1046
2023,1,2023-01,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,35
2023,2,2023-02,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,36
2023,3,2023-03,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,41
2023,4,2023-04,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,25
2023,5,2023-05,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,74
2023,6,2023-06,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,53
2023,7,2023-07,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,32
2023,8,2023-08,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,35
2023,9,2023-09,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,28
2023,10,2023-10,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,45
2023,11,2023-11,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,17
2023,12,2023-12,False,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,22
2023,,2023,True,förstagångs,first-time,Yrken inom administration och kundtjänst,Clerical support and customer service,443
2023,1,2023-01,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,79
2023,2,2023-02,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,71
2023,3,2023-03,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,75
2023,4,2023-04,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,60
2023,5,2023-05,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,70
2023,6,2023-06,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,91
2023,7,2023-07,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,76
2023,8,2023-08,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,106
2023,9,2023-09,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,47
2023,10,2023-10,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,64
2023,11,2023-11,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,56
2023,12,2023-12,False,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,53
2023,,2023,True,förstagångs,first-time,Yrken inom byggverksamhet och tillverkning,Construction and manufacturing trades,848
2023,1,2023-01,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",28
2023,2,2023-02,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",315
2023,3,2023-03,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",230
2023,4,2023-04,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",327
2023,5,2023-05,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",219
2023,6,2023-06,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",25
2023,7,2023-07,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",17
2023,8,2023-08,False,förstagångs,first-time,"Yrken inom lantbruk, trädgård, skogsbruk och fiske","Agriculture, horticulture, forestry and fisheries",18
